ReviewStar,
"It's been 4months for my bluetooth headphone and it worked really well now right speaker has stopped working. Kindly suggest as found service centre nearby.",3
"This is one of the best wireless earphones.It has a perfect smooth bass effect.Sound output would be great with poweramp music player and equalizer setting.",5
"Value for money product if you are buying it under 1.5k. battery life & sound quality is amazing... I'm using this product from last 2 weeks so till now it's working nice !",4
"All good if u get in sale at 999 only",5
"Everything was good but my one side of earphones started to go soon....i bought 2 and both of them went off like that within 2 months of purchasing",3
"The bass and sound quality are on par, if not better, with other branded earphones which costs at least twice as much. The bass gave me goosebumps.",5
"Used for more than 24 hours.Sound is good. The only con i faced was that tha magnetic capabilities were not storng enough. So it can be lost easily",4
"Till now it's working except sometime its microphone creates unnecessary disturbance due to which person at the other end cannot hear it properly..",4
"If your budget is below 2k then u can definitely go for it...only found two issues so far 1. Range of Bluetooth 2. Built quality..",4
"Best products in that price...the headphones has sover finishing..the sound quality and bass is very good depends on equaliser.. battery back up 7 hr in full sound..",5
"This earphones are perfect in this budget.The sound quality is nice but here the base of the earphone is so high due to which clearity of the sound is affected",5
"According to its price it is better one but when I use it on high volume it irritates me noise cancellation is not so good .",4
"Ok product. Sometime it takes more time for pairing and sometime it is auto disconnecting also. But sound quality is good.",3
"Boat"" never compromise in sound quality. its battery lasts whole day. noise cancellation is pretty good. it is worth cost.",5
"Sound quality is very goodBattery backup is not so good...if want to good battery backup and can slightly compromise with sound quality then u can go with boult earphones",4
"Sound quality could have been better. Otherwise a good buy.",4
"This is my first Bluetooth earphone and i am pretty impressed. Sound quality is awsome and battery life is also very good. I got it at 999",5
"Bass Is too good perfect for a music lover and so comfortable.",5
"Very bad product. Stopped working exactly after 3 months use.",1
"Good for gym",4
"The bluetooth keeps on disconnecting.",2
"Very nice bass good backup",5
"Every thing is perfect but ,,one problem that is battery backup... Battery backup is very low,and didn't expected.",4
"Gud product and best prize...gud bass.. voice clarity ... Noise control superb..  Thanks amazon timely deliver....",5
"don't buy this product because it has connection problem(if you are user of mi mobile) and also when you pair continue 2-3 time and next it will goes automatically power off.",1
"The overall look is decent, comes with a great sealed packaging, i wish the bass ""sound quality"" would have been slightly better when compared to d jbl's n d skullcandy's....",4
"Awesome sound... loved it using while my work outs",5
"Super strong sound quality",5
"The earpiece brings a great comfort while using it and has the long lasting battery life which is great for using. Satisfied with the product _Ÿ‘ç_Ÿ‘ç",4
"EXTREMELY WORST PACKAGE, SEEM ITS OPENED BY SOMEONE.VERY UNSATISFIED WITH PACKAGEPRODUCT IS GOOD, BUT DON'T KNOW ITS USED OR NOT",1
"Powerful voice. Deep bass effect. Long battery life",5
"got it for 1100 via sale and really loving it",5
"Its not charging,its showing battery life as low and when i plug in charge it shows blue LED light .",2
"Sound Quality is very good but reception is bad as conpared to other Bluetooth earphonesIf your phone is in your pockets then the audio will start buffering..",3
